filename,DensityFeatures__vpa,DensityFeatures__packing fraction,GlobalSymmetryFeatures__spacegroup_num,GlobalSymmetryFeatures__n_symmetry_ops,ChemicalOrdering__mean ordering parameter shell 1,ChemicalOrdering__mean ordering parameter shell 3,MaximumPackingEfficiency__max packing efficiency,StructuralComplexity__structural complexity per atom,StructuralComplexity__structural complexity per cell,AtomicOrbitals__HOMO_energy,AtomicOrbitals__LUMO_energy,AtomicPackingEfficiency__mean simul. packing efficiency,AtomicPackingEfficiency__mean abs simul. packing efficiency,AtomicPackingEfficiency__dist from 1 clusters |APE| < 0.010,CohesiveEnergy__cohesive energy,ElectronegativityDiff__std_dev EN difference,ElementProperty_magpie__MagpieData mode MendeleevNumber,ElementProperty_magpie__MagpieData minimum AtomicWeight,ElementProperty_magpie__MagpieData maximum Row,ElementProperty_magpie__MagpieData mean Electronegativity,ElementProperty_magpie__MagpieData mean NsValence,ElementProperty_magpie__MagpieData avg_dev NsValence,ElementProperty_magpie__MagpieData avg_dev NpValence,ElementProperty_magpie__MagpieData maximum NdValence,ElementProperty_magpie__MagpieData avg_dev NdValence,ElementProperty_magpie__MagpieData mode NdValence,ElementProperty_magpie__MagpieData mean NfValence,ElementProperty_magpie__MagpieData avg_dev NfValence,ElementProperty_magpie__MagpieData avg_dev NValence,ElementProperty_magpie__MagpieData range NpUnfilled,ElementProperty_magpie__MagpieData avg_dev NpUnfilled,ElementProperty_magpie__MagpieData mode NpUnfilled,ElementProperty_magpie__MagpieData maximum NdUnfilled,ElementProperty_magpie__MagpieData minimum NUnfilled,ElementProperty_magpie__MagpieData avg_dev NUnfilled,ElementProperty_magpie__MagpieData mode NUnfilled,ElementProperty_magpie__MagpieData minimum GSvolume_pa,ElementProperty_magpie__MagpieData mode GSvolume_pa,ElementProperty_magpie__MagpieData avg_dev GSbandgap,ElementProperty_magpie__MagpieData mode GSbandgap,ElementProperty_magpie__MagpieData minimum SpaceGroupNumber,ElementProperty_magpie__MagpieData maximum SpaceGroupNumber,ElementProperty_magpie__MagpieData mode SpaceGroupNumber,ElementProperty_matminer__PymatgenData maximum block,ElementProperty_matminer__PymatgenData std_dev electrical_resistivity,ElementProperty_matminer__PymatgenData minimum velocity_of_sound,ElementProperty_matminer__PymatgenData maximum velocity_of_sound,ElementProperty_matminer__PymatgenData mean thermal_conductivity,ElementProperty_matminer__PymatgenData std_dev thermal_conductivity,ElementProperty_matminer__PymatgenData minimum bulk_modulus,ElementProperty_matminer__PymatgenData range bulk_modulus,ElementProperty_matminer__PymatgenData minimum coefficient_of_linear_thermal_expansion,ElementProperty_matminer__PymatgenData range coefficient_of_linear_thermal_expansion,ElementProperty_mp_transport__TransportData maximum sigma_n,ElementProperty_mp_transport__TransportData mode S_p,ElementProperty_mp_transport__TransportData maximum S_n,ElementProperty_mp_transport__TransportData maximum PF_n,ElementProperty_mp_transport__TransportData maximum m_p,ElementProperty_mp_transport__TransportData minimum m_n,ElementProperty_mp_transport__TransportData mode m_n,Miedema__Miedema_deltaH_ss_min,OxidationStates_deml__minimum oxidation state,OxidationStates_deml__maximum oxidation state,WenAlloys__Radii local mismatch,WenAlloys__Total weight,WenAlloys__Lambda entropy,WenAlloys__Electronegativity local mismatch,WenAlloys__Mixing enthalpy,WenAlloys__Interant electrons,WenAlloys__Interant s electrons,WenAlloys__Interant d electrons,WenAlloys__Shear modulus mean
Cu2FeSnS4-2,0.0,0.0,186,12,0.0,0.0,0.337517803,1.0,4.0,-0.202272,-0.202272,5.79e-05,0.012799157,0.039086798,0.0,0.0,88,32.065,5,2.23875,1.75,0.375,1.75,10,4.5,0,0.0,0.0,2.625,4,1.125,2,4,1,0.875,2,10.73,25.786875,1.101,2.202,70,229,70,3,1234430000000000.0,2500.0,4910.0,118.4775,204.0512653,7.7,162.3,1.18e-05,1.02e-05,245774.7901,688.7617189,361.6966514,25.65267379,0.000228936,-0.000414428,-0.000414428,0.167505095,0.0,0.0,8.90625,214.9535,-0.459273174,0.147161815,11.01607686,13,1,6,50.27078767
Cu2FeSnS4-3,0.0,0.0,216,96,0.0,0.0,0.340087381,1.0,8.0,-0.202272,-0.202272,5.79e-05,0.012799157,0.039086798,3.808377756,0.058223707,88,32.065,5,2.23875,1.75,0.375,1.75,10,4.5,0,0.0,0.0,2.625,4,1.125,2,4,1,0.875,2,10.73,25.786875,1.101,2.202,70,229,70,3,1234430000000000.0,2500.0,4910.0,118.4775,204.0512653,7.7,162.3,1.18e-05,1.02e-05,245774.7901,688.7617189,361.6966514,25.65267379,0.000228936,-0.000414428,-0.000414428,0.167505095,-2.0,3.0,8.90625,429.907,-0.459273174,0.147161815,11.01607686,13,1,6,50.27078767
Cu2GeS3,0.0,0.0,186,12,0.0,0.0,0.337336817,1.0,4.0,-0.202272,-0.202272,0.002843724,0.014026332,0.058901995,0.0,0.0,88,32.065,4,2.2583315,1.66665,0.444455555,1.6667,10,5.0,0,0.0,0.0,2.99995,4,1.11112222,2,0,1,0.666666665,2,11.07,25.786875,1.03717305,2.202,70,225,70,3,1279210000000000.0,3505.7375,5400.0,143.4415,233.6458873,7.7,132.3,6e-06,1.05e-05,245774.7901,688.7617189,361.6966514,25.65267379,0.00024795,-0.000414428,-0.000414428,0.005126652,0.0,0.0,5.41673333,197.2840604,-1.001602103,0.113237093,16.75900463,7,1,0,48.07671917
Cu2GeSe3,21.56119278,0.370303409,44,8,0.65648103,0.187957688,0.330149679,1.918295834,23.01955001,-0.202272,-0.202272,1.09e-05,0.009135838,0.033671751,3.516090259,0.077781746,89,63.546,4,2.243333333,1.666666667,0.444444444,1.666666667,10,0.0,10,0.0,0.0,2.0,4,1.111111111,2,0,1,0.666666667,2,11.07,25.92,0.335666667,0.799,14,225,14,3,15600700000000.0,3350.0,5400.0,143.5933333,233.4834269,8.3,131.7,6e-06,1.05e-05,245774.7901,646.9921645,361.6966514,25.65267379,0.00024795,-0.000401584,-0.000401584,0.005114487,-2.0,4.0,2.333333333,873.224,-6.054346841,0.113238204,16.75913242,7,1,0,48.076621
Cu2HgGeSe4,24.06031351,0.355423945,121,16,0.653014688,0.173520823,0.329276849,1.75,28.0,-0.202272,-0.202272,-0.018364908,0.023548057,0.034020691,3.1456898,0.066558245,89,63.546,6,2.25125,1.75,0.375,1.75,10,0.0,10,1.75,3.0625,2.8125,4,1.125,2,0,0,0.8125,2,11.07,25.92,0.351625,0.799,14,225,14,3,15054600000000.0,1407.0,5400.0,108.7975,208.8402459,8.3,131.7,6e-06,1.05e-05,245774.7901,646.9921645,361.6966514,25.65267379,0.00024795,-0.000401584,-0.000401584,-0.081380925,-2.0,4.0,5.15625,1432.324,-1.193174131,0.106380565,15.35982686,7,1,0,43.93203767
Cu2HgSnSe4,25.52709265,0.357471732,121,16,0.644166721,0.165307584,0.321481054,1.75,28.0,-0.202272,-0.202272,0.009438418,0.010231712,0.043740888,3.085915616,0.053665631,89,63.546,6,2.245,1.75,0.375,1.75,10,0.0,10,1.75,3.0625,2.8125,4,1.125,2,0,0,0.8125,2,11.07,25.92,0.3995,0.799,14,225,14,3,15054600000000.0,1407.0,3570.0,109.6725,208.5480479,8.3,131.7,1.63e-05,5.72e-06,245774.7901,646.9921645,361.6966514,25.65267379,0.000220362,-0.000401584,-0.000401584,-0.162905164,-2.0,4.0,7.203125,1524.464,-0.785053323,0.082943065,12.32857686,7,1,0,41.33203767
Cu2MnSnS4-1,20.53198176,0.375214883,121,16,0.653374196,0.171376563,0.328853236,1.75,28.0,-0.202272,-0.202272,-0.008520899,0.014467908,0.0,3.7105518,0.205012195,88,32.065,5,2.20375,1.75,0.375,1.75,10,4.375,0,0.0,0.0,2.71875,4,1.125,2,5,1,1.0625,2,10.48758621,25.786875,1.101,2.202,70,225,70,3,1234430000000000.0,2500.0,5150.0,109.4525,208.7200039,7.7,132.3,1.63e-05,5.72e-06,245774.7901,688.7617189,435.9231652,25.65267379,0.000220362,-0.000414428,-0.000414428,0.070571446,-2.0,4.0,9.390625,858.00009,-0.440726468,0.094661815,13.26607686,12,1,5,49.64578767
Cu2MnSnS4-2,0.0,0.0,216,96,0.0,0.0,0.340087381,1.0,8.0,-0.202272,-0.202272,-0.008520899,0.014467908,0.0,3.7105518,0.205012195,88,32.065,5,2.20375,1.75,0.375,1.75,10,4.375,0,0.0,0.0,2.71875,4,1.125,2,5,1,1.0625,2,10.48758621,25.786875,1.101,2.202,70,225,70,3,1234430000000000.0,2500.0,5150.0,109.4525,208.7200039,7.7,132.3,1.63e-05,5.72e-06,245774.7901,688.7617189,435.9231652,25.65267379,0.000220362,-0.000414428,-0.000414428,0.070571446,-2.0,4.0,9.390625,858.00009,-0.440726468,0.094661815,13.26607686,12,1,5,49.64578767
Cu2MnSnS4-3,0.0,0.0,186,12,0.0,0.0,0.337902761,1.0,4.0,-0.202272,-0.202272,-0.008520899,0.014467908,0.0,0.0,0.0,88,32.065,5,2.20375,1.75,0.375,1.75,10,4.375,0,0.0,0.0,2.71875,4,1.125,2,5,1,1.0625,2,10.48758621,25.786875,1.101,2.202,70,225,70,3,1234430000000000.0,2500.0,5150.0,109.4525,208.7200039,7.7,132.3,1.63e-05,5.72e-06,245774.7901,688.7617189,435.9231652,25.65267379,0.000220362,-0.000414428,-0.000414428,0.070571446,0.0,0.0,9.390625,214.5000225,-0.440726468,0.094661815,13.26607686,12,1,5,49.64578767
Cu2O,12.76448471,0.561891544,224,48,0.353591591,0.066273265,0.255065536,0.918295834,5.509775004,-0.202272,-0.172056,0.002362964,0.01215245,0.055459355,3.837838772,0.0,64,15.9994,4,2.413333333,1.333333333,0.444444444,1.777777778,10,4.444444444,10,0.0,0.0,2.222222222,2,0.888888889,0,0,1,0.444444444,1,9.105,11.07,0.0,0.0,12,225,225,3,17247200000000.0,317.5,3570.0,266.6755267,282.8239176,90.7942029,49.2057971,1.63e-05,2.24e-07,245774.7901,-452.569845,361.6966514,25.65267379,0.000119055,-0.000478495,0.000119058,0.183695364,-2.0,1.0,13.77777778,286.1828,-0.06873515,0.088310502,12.62540166,5,1,0,47.74885845
Cu2S,13.98026861,0.591328162,194,24,0.5,0.149573941,0.552896286,1.584962501,9.509775004,-0.202272,-0.172056,0.005730235,0.01613167,0.094280904,3.476102984,0.0,64,32.065,4,2.126666667,1.333333333,0.444444444,1.777777778,10,4.444444444,10,0.0,0.0,2.222222222,2,0.888888889,0,0,1,0.444444444,1,11.07,11.07,0.978666667,0.0,70,225,225,3,1414210000000000.0,3505.7375,3570.0,266.735,282.6977556,7.7,132.3,1.63e-05,2.24e-07,245774.7901,-452.569845,361.6966514,25.65267379,0.000119055,-0.000414428,0.000119058,0.183695364,-2.0,1.0,5.111111111,318.314,-0.630360707,0.088310502,12.62540166,5,1,0,47.74885845
Cu2Sb,16.1445929,0.68923055,129,16,0.437684951,0.079094609,0.556991425,1.584962501,9.509775004,-0.185623,-0.185623,0.026758153,0.026758153,0.138648388,3.208961757,0.0,64,63.546,5,1.95,1.333333333,0.444444444,1.333333333,10,0.0,10,0.0,0.0,1.777777778,3,1.333333333,0,0,1,0.888888889,1,11.07,11.07,0.0,0.0,166,225,225,3,2.83e-07,3420.0,3570.0,274.6666667,265.8721497,42.0,98.0,1.1e-05,5.5e-06,245774.7901,-452.569845,361.6966514,25.65267379,0.001005039,0.000119058,0.000119058,0.177831957,-3.0,1.5,6.444444444,497.704,-0.521171817,0.011111111,6.222222222,4,1,0,36.75666667
Cu2Se-1,16.12957734,0.55762188,216,96,0.555463626,0.129271479,0.510131071,1.584962501,19.01955001,-0.202272,-0.172056,-0.023482612,0.023482612,0.282842712,3.222274243,0.0,64,63.546,4,2.116666667,1.333333333,0.444444444,1.777777778,10,0.0,10,0.0,0.0,2.222222222,2,0.888888889,0,0,1,0.444444444,1,11.07,11.07,0.355111111,0.0,14,225,225,3,17247200000000.0,3350.0,3570.0,266.84,282.4750169,8.3,131.7,1.63e-05,2.24e-07,245774.7901,-452.569845,361.6966514,25.65267379,0.000119055,-0.000401584,0.000119058,0.183695364,-2.0,1.0,1.777777778,824.208,-5.659936696,0.088310502,12.62540166,5,1,0,47.74885845
Cu2Se,16.27631062,0.552594838,225,192,0.389072747,0.053131622,0.510131071,0.918295834,11.01955001,-0.202272,-0.172056,-0.023482612,0.023482612,0.282842712,3.222274243,0.0,64,63.546,4,2.116666667,1.333333333,0.444444444,1.777777778,10,0.0,10,0.0,0.0,2.222222222,2,0.888888889,0,0,1,0.444444444,1,11.07,11.07,0.355111111,0.0,14,225,225,3,17247200000000.0,3350.0,3570.0,266.84,282.4750169,8.3,131.7,1.63e-05,2.24e-07,245774.7901,-452.569845,361.6966514,25.65267379,0.000119055,-0.000401584,0.000119058,0.183695364,-2.0,1.0,1.777777778,824.208,-5.659936696,0.088310502,12.62540166,5,1,0,47.74885845
Cu2SnS3-1,19.97439237,0.383394312,9,4,0.651468172,0.183339699,0.324700566,2.584962501,62.03910002,-0.202272,-0.202272,-0.010981942,0.016371466,0.044728241,3.522011631,0.042426407,88,32.065,5,2.25,1.666666667,0.444444444,1.666666667,10,5.0,0,0.0,0.0,3.0,4,1.111111111,2,0,1,0.666666667,2,11.07,25.786875,1.101,2.202,70,225,70,3,1279200000000000.0,2500.0,3570.0,144.6025,232.9825362,7.7,132.3,1.63e-05,5.72e-06,245774.7901,688.7617189,361.6966514,25.65267379,0.000220362,-0.000414428,-0.000414428,-0.014784497,-2.0,4.0,9.777777778,1367.988,-0.332420535,0.091015982,12.64802131,7,1,0,44.60995434
Cu2SnS3,0.0,0.0,186,12,0.0,0.0,0.336973458,1.0,4.0,-0.202272,-0.202272,-0.010977554,0.016370026,0.044711902,0.0,0.0,88,32.065,5,2.249999,1.66665,0.444455555,1.6667,10,5.0,0,0.0,0.0,2.99995,4,1.11112222,2,0,1,0.666666665,2,11.07,25.786875,1.101,2.202,70,225,70,3,1279210000000000.0,2500.0,3570.0,144.60805,232.9870605,7.7,132.3,1.63e-05,5.72e-06,245774.7901,688.7617189,361.6966514,25.65267379,0.000220362,-0.000414428,-0.000414428,-0.014765147,0.0,0.0,9.777455547,227.9943224,-0.332432927,0.091017648,12.64809909,7,1,0,44.61039917
Cu2SnSe3-2,0.0,0.0,186,12,0.0,0.0,0.336945541,1.0,4.0,-0.202272,-0.202272,0.017479552,0.024575789,2.36e-05,0.0,0.0,89,63.546,5,2.234999,1.66665,0.444455555,1.6667,10,0.0,10,0.0,0.0,2.000066665,4,1.11112222,2,0,1,0.666666665,2,11.07,25.92,0.3995,0.799,14,225,14,3,15600700000000.0,2500.0,3570.0,144.76555,232.8273547,8.3,131.7,1.63e-05,5.72e-06,245774.7901,646.9921645,361.6966514,25.65267379,0.000220362,-0.000401584,-0.000401584,-0.014765147,0.0,0.0,6.027455548,321.7843224,-0.788920113,0.091017648,12.64809909,7,1,0,44.61039917
Cu2SnSe3,24.00407243,0.364479257,9,4,0.647932687,0.180411906,0.323863432,2.584962501,62.03910002,-0.202272,-0.202272,0.01747516,0.024573404,0.0,3.258451168,0.042426407,89,63.546,5,2.235,1.666666667,0.444444444,1.666666667,10,0.0,10,0.0,0.0,2.0,4,1.111111111,2,0,1,0.666666667,2,11.07,25.92,0.3995,0.799,14,225,14,3,15600700000000.0,2500.0,3570.0,144.76,232.8228349,8.3,131.7,1.63e-05,5.72e-06,245774.7901,646.9921645,361.6966514,25.65267379,0.000220362,-0.000401584,-0.000401584,-0.014784497,-2.0,4.0,6.027777778,1930.728,-0.788874354,0.091015982,12.64802131,7,1,0,44.60995434
Cu2SnTe3,0.0,0.0,216,96,0.0,0.0,0.340087381,1.0,8.0,-0.202272,-0.202272,-0.009949532,0.021168173,0.047974426,0.0,0.0,90,63.546,5,2.009999,1.66665,0.444455555,1.6667,10,0.0,10,0.0,0.0,2.000066665,4,1.11112222,2,0,1,0.666666665,2,11.07,34.76333333,0.232,0.464,141,225,152,3,6.39e-05,2500.0,3570.0,146.00555,231.5722634,58.0,82.0,1.63e-05,5.72e-06,245774.7901,424.94949,361.6966514,25.65267379,0.000220362,-0.000893918,-0.000893918,-0.014765147,0.0,0.0,5.194355548,838.1286448,-1.627817016,0.091017648,12.64809909,7,1,0,44.61039917
Cu2Te,22.78996047,0.469593175,191,24,0.18888023,0.194551236,0.380604255,0.918295834,5.509775004,-0.202272,-0.172056,-0.00060558,0.015600247,0.067343503,2.975010838,0.0,64,63.546,5,1.966666667,1.333333333,0.444444444,1.777777778,10,0.0,10,0.0,0.0,2.222222222,2,0.888888889,0,0,1,0.444444444,1,11.07,11.07,0.206222222,0.0,152,225,225,3,7.07e-05,2610.0,3570.0,267.6666667,280.7213921,65.0,75.0,1.63e-05,2.24e-07,245774.7901,-452.569845,361.6966514,25.65267379,0.000119055,-0.000893918,0.000119058,0.183695364,-2.0,1.0,3.111111111,509.384,-2.074455688,0.088310502,12.62540166,5,1,0,47.74885845
Cu2ZnGeS4,18.37522793,0.379957027,121,16,0.658924817,0.173365755,0.333953937,1.75,28.0,-0.202272,-0.202272,-0.007352035,0.011745262,0.034020691,3.646089767,0.166973052,88,32.065,4,2.2225,1.75,0.375,1.75,10,5.0,0,0.0,0.0,3.0,4,1.125,2,0,0,0.8125,2,11.07,25.786875,1.053125,2.202,70,225,70,3,1234430000000000.0,3505.7375,5400.0,122.6025,203.6566597,7.7,132.3,6e-06,2.42e-05,245774.7901,688.7617189,361.6966514,25.65267379,0.00024795,-0.000414428,-0.000414428,-0.099702342,-2.0,4.0,7.09375,786.802,-0.735956452,0.104818065,16.48482686,7,1,0,47.32828767
Cu2ZnGeSe4,22.54957052,0.357998615,121,16,0.65684026,0.172676066,0.333704584,1.75,28.0,-0.202272,-0.202272,-0.002392253,0.016846237,0.06681531,3.347271928,0.166973052,89,63.546,4,2.2075,1.75,0.375,1.75,10,0.0,10,0.0,0.0,2.0,4,1.125,2,0,0,0.8125,2,11.07,25.92,0.351625,0.799,14,225,14,3,15054600000000.0,3350.0,5400.0,122.76,203.5124617,8.3,131.7,6e-06,2.42e-05,245774.7901,646.9921645,361.6966514,25.65267379,0.00024795,-0.000401584,-0.000401584,-0.099702342,-2.0,4.0,3.84375,1161.962,-2.493818108,0.104818065,16.48482686,7,1,0,47.32828767
Cu2ZnSnS4-2,0.0,0.0,186,12,0.0,0.0,0.337399787,1.0,4.0,-0.202272,-0.202272,-0.016919605,0.018710543,0.034488351,0.0,0.0,88,32.065,5,2.21625,1.75,0.375,1.75,10,5.0,0,0.0,0.0,3.0,4,1.125,2,0,0,0.8125,2,11.07,25.786875,1.101,2.202,70,225,70,3,1234430000000000.0,2500.0,3700.0,123.4775,203.2664796,7.7,132.3,1.63e-05,1.39e-05,245774.7901,688.7617189,361.6966514,25.65267379,0.000220362,-0.000414428,-0.000414428,-0.159260086,0.0,0.0,10.015625,219.7355,-0.406385322,0.079818065,13.14107686,7,1,0,44.72828767
Cu2ZnSnS4,19.64495062,0.384597527,121,16,0.653615408,0.171238049,0.330234815,1.75,28.0,-0.202272,-0.202272,-0.016919605,0.018710543,0.034488351,3.566035174,0.151095996,88,32.065,5,2.21625,1.75,0.375,1.75,10,5.0,0,0.0,0.0,3.0,4,1.125,2,0,0,0.8125,2,11.07,25.786875,1.101,2.202,70,225,70,3,1234430000000000.0,2500.0,3700.0,123.4775,203.2664796,7.7,132.3,1.63e-05,1.39e-05,245774.7901,688.7617189,361.6966514,25.65267379,0.000220362,-0.000414428,-0.000414428,-0.159260086,-2.0,4.0,10.015625,878.942,-0.406385322,0.079818065,13.14107686,7,1,0,44.72828767
Cu2ZnSnSe4-1,23.87073406,0.362214143,121,16,0.651334658,0.16994213,0.328214038,1.75,28.0,-0.202272,-0.202272,0.0112797,0.021606757,0.0,3.292506083,0.151095996,89,63.546,5,2.20125,1.75,0.375,1.75,10,0.0,10,0.0,0.0,2.0,4,1.125,2,0,0,0.8125,2,11.07,25.92,0.3995,0.799,14,225,14,3,15054600000000.0,2500.0,3700.0,123.635,203.1209707,8.3,131.7,1.63e-05,1.39e-05,245774.7901,646.9921645,361.6966514,25.65267379,0.000220362,-0.000401584,-0.000401584,-0.159260086,-2.0,4.0,6.265625,1254.102,-1.024338597,0.079818065,13.14107686,7,1,0,44.72828767
Cu2ZnSnTe4,29.40834008,0.381117209,121,16,0.648617086,0.168231224,0.326325489,1.75,28.0,-0.202272,-0.202272,-0.019234988,0.024731876,0.059273212,2.963439381,0.151095996,90,63.546,5,1.97625,1.75,0.375,1.75,10,0.0,10,0.0,0.0,2.0,4,1.125,2,0,0,0.8125,2,11.07,34.76333333,0.232,0.464,141,225,152,3,6.17e-05,2500.0,3700.0,124.875,201.978252,58.0,82.0,1.63e-05,1.39e-05,245774.7901,424.94949,361.6966514,25.65267379,0.000220362,-0.000893918,-0.000893918,-0.159260086,-2.0,4.0,4.265625,1643.222,-2.59252898,0.079818065,13.14107686,7,1,0,44.72828767
Cu3As,12.80453911,0.728034997,194,24,0.342225371,0.017089415,0.70558009,0.811278124,6.490224996,-0.197497,-0.172056,-0.010061156,0.026646255,0.212132034,3.3545779,0.0,64,63.546,4,1.97,1.25,0.375,1.125,10,0.0,10,0.0,0.0,1.5,3,1.125,0,0,1,0.75,1,11.07,11.07,0.0,0.0,166,225,225,3,2.24e-07,3505.7375,3570.0,312.5,247.4873734,22.0,118.0,1.63e-05,2.24e-07,245774.7901,-452.569845,361.6966514,25.65267379,0.000119055,-0.004668149,0.000119058,-0.044884327,-3.0,1.0,2.0625,531.1192,-3.130346845,0.065625,2.25,4,1,0,37.5025
Cu3BiS3,19.53599969,0.443442439,19,4,0.620379613,0.171926776,0.33427988,2.807354922,78.60593782,-0.202272,-0.180198,-0.018420568,0.023652549,0.036421568,3.304336998,0.084852814,64,32.065,6,2.208571429,1.571428571,0.489795918,1.836734694,10,4.897959184,0,2.0,3.428571429,5.020408163,3,1.102040816,0,0,1,0.612244898,1,11.07,11.07,1.078530612,0.0,12,225,70,3,1264910000000000.0,1790.0,3570.0,172.6592857,251.6411906,7.7,132.3,1.34e-05,3.1e-06,245774.7901,-452.569845,361.6966514,25.65267379,0.000276223,-0.000414428,-0.000414428,0.046023015,-2.0,3.0,10.04081633,1983.2536,-0.315219126,0.097321778,10.24023856,8,1,0,43.88567515
Cu3N,13.87788313,0.577687719,221,48,0.285179527,0.196333333,0.261799388,0.811278124,3.245112498,-0.202272,-0.172056,0.011637333,0.011637333,0.145580808,3.655419584,0.0,64,14.0067,4,2.185,1.25,0.375,1.125,10,3.75,10,0.0,0.0,2.25,3,1.125,0,0,1,0.75,1,11.07,11.07,2.413875,0.0,194,225,225,3,17247200000000.0,333.6,3570.0,300.0064575,282.8244479,90.7942029,49.2057971,1.63e-05,2.24e-07,245774.7901,-452.569845,361.6966514,25.65267379,0.000119055,-0.000737103,0.000119058,0.047106749,-3.0,1.0,10.125,204.6447,-0.108223481,0.451875,63.0,4,1,0,33.8475
Cu3NbSe4,22.72855596,0.38041649,215,24,0.413876694,0.120284551,0.34021143,1.405639062,11.2451125,-0.202272,-0.172056,-0.028614003,0.028614003,0.08121589,4.08100678,0.212132034,89,63.546,5,2.1875,1.5,0.5,2.0,10,1.3125,10,0.0,0.0,3.25,2,1.0,2,6,1,1.1875,2,11.07,25.92,0.3995,0.799,14,229,14,3,15827100000000.0,3350.0,3570.0,157.01,245.2495875,8.3,161.7,7.3e-06,9.2e-06,245774.7901,646.9921645,361.6966514,25.65267379,0.000124953,-0.000401584,-0.000401584,0.128218239,-2.0,5.0,3.859375,599.38438,-1.931667095,0.093424658,13.64107686,10,2,4,48.10078767
Cu3P,12.25122988,0.716392857,185,12,0.278647349,0.025122569,0.55222116,2.229573959,53.509775,-0.202272,-0.172056,-0.008093739,0.011908025,0.023570226,3.508353839,0.0,64,30.973762,4,1.9725,1.25,0.375,1.125,10,3.75,10,0.0,0.0,2.25,3,1.125,0,0,1,0.75,1,11.07,11.07,0.609375,0.0,2,225,225,3,5.88e-08,3505.7375,3570.0,300.059,282.6758353,11.0,129.0,1.63e-05,2.24e-07,245774.7901,-452.569845,361.6966514,25.65267379,0.000683586,0.000119058,0.000119058,-0.182453862,-3.0,1.0,4.5,1329.670572,-0.623367252,0.20625,13.125,4,1,0,35.63775
Cu3PdN,11.67073767,0.746523007,221,48,0.663024806,0.234888791,0.44691951,1.370950594,6.854752972,-0.160771,-0.160771,0.009432017,0.014963199,0.044019499,3.819530504,0.0,64,14.0067,5,2.188,1.0,0.4,0.96,10,3.2,10,0.0,0.0,1.84,3,0.96,0,0,0,0.72,1,11.07,11.07,2.05984,0.0,194,225,225,3,13037600000000.0,333.6,3570.0,254.405166,240.2186937,90.7942029,89.2057971,1.18e-05,4.7e-06,330022.5646,-452.569845,361.6966514,25.65267379,0.000119055,-0.000737103,0.000119058,0.440292866,0.0,0.0,11.2,311.0647,-0.192068403,0.4656,56.96,4,1,0,37.3
Cu3SbS3,19.42962946,0.413612808,19,4,0.619320992,0.169118647,0.326167844,2.807354922,78.60593782,-0.202272,-0.185623,-0.016304949,0.016448914,0.018417216,3.37566777,0.106066017,64,32.065,5,2.212857143,1.571428571,0.489795918,1.836734694,10,4.897959184,0,0.0,0.0,2.93877551,3,1.102040816,0,0,1,0.612244898,1,11.07,11.07,1.078530612,0.0,70,225,70,3,1264910000000000.0,3420.0,3570.0,174.945,249.2890547,7.7,132.3,1.1e-05,5.5e-06,245774.7901,-452.569845,361.6966514,25.65267379,0.001005039,-0.000414428,-0.000414428,-0.070154275,-2.0,3.0,9.183673469,1634.372,-0.38447215,0.097321778,12.19942223,8,1,0,44.90853229
Cu3SbS4,19.32034887,0.391059162,121,16,0.648699201,0.170921358,0.3327006,1.75,28.0,-0.202272,-0.202272,-1.95e-05,0.013794588,0.042636452,3.378133698,0.106066017,88,32.065,5,2.25875,1.625,0.46875,1.78125,10,5.0,0,0.0,0.0,3.0,3,1.03125,2,0,1,0.5625,2,11.07,25.786875,1.101,2.202,70,225,70,3,1297770000000000.0,3420.0,3570.0,153.1025,248.3855933,7.7,132.3,1.1e-05,5.5e-06,245774.7901,688.7617189,361.6966514,25.65267379,0.001005039,-0.000414428,-0.000414428,-0.034015513,-2.0,5.0,8.921875,881.316,-0.367445873,0.098568065,12.89107686,8,1,0,45.91828767
Cu3SbSe3,21.03741855,0.426450432,62,8,0.57999982,0.144207439,0.365172051,2.235926351,62.60593782,-0.202272,-0.185623,0.018406475,0.024216797,0.03888079,3.145163334,0.106066017,64,63.546,5,2.2,1.571428571,0.489795918,1.836734694,10,0.0,10,0.0,0.0,2.326530612,3,1.102040816,0,0,1,0.612244898,1,11.07,11.07,0.391346939,0.0,14,225,14,3,15426300000000.0,3350.0,3570.0,175.08,249.1345262,8.3,131.7,1.1e-05,5.5e-06,245774.7901,-452.569845,361.6966514,25.65267379,0.001005039,-0.000401584,-0.000401584,-0.070154275,-2.0,3.0,5.510204082,2197.112,-0.911594271,0.097321778,12.19942223,8,1,0,44.90853229
Cu3SbSe4,22.57543775,0.38299667,121,16,0.644736391,0.169963725,0.331044609,1.75,28.0,-0.202272,-0.202272,-0.010895665,0.031069749,0.019641855,3.114613537,0.106066017,89,63.546,5,2.24375,1.625,0.46875,1.78125,10,0.0,10,0.0,0.0,2.25,3,1.03125,2,0,1,0.5625,2,11.07,25.92,0.3995,0.799,14,225,14,3,15827100000000.0,3350.0,3570.0,153.26,248.222337,8.3,131.7,1.1e-05,5.5e-06,245774.7901,646.9921645,361.6966514,25.65267379,0.001005039,-0.000401584,-0.000401584,-0.034015513,-2.0,5.0,5.171875,1256.476,-0.933233705,0.098568065,12.89107686,8,1,0,45.91828767
